meta	text	left	key_phrase	right	key_phrase	key_lemma	key_word	id	ip	country	random	cleft
34f9b36cb12d20efcb6b00d59f916370b007,80.237.154.88,DE,0	                            Quellenlistennamen vergeben muss . Ungünstigerweise < ist /|sein|  diese /|dies|  Aufforderung /|Aufforderung|  am /|an|  linken /|linken| > Fensterrand , so dass es zunächst verwirrt                             	                            Quellenlistennamen vergeben muss . Ungünstigerweise 	ist diese Aufforderung am linken	 Fensterrand , so dass es zunächst verwirrt                             	ist diese Aufforderung am linken	linken	linken	34f9b36cb12d20efcb6b00d59f916370b007	80.237.154.88	DE	362	discard
cfa165cf8cbca53871962f68823aead077c9,91.198.250.98,DE,0	                                      gearbeitet werden musste . Offensichtlich < war /|sein|  die /|die|  Umlenkrolle /|Umlenkrolle|  am /|an|  linken /|linken| > Rand der Drehscheibe ( 7 ) abnehmbar ausgeführt                        	                                      gearbeitet werden musste . Offensichtlich 	war die Umlenkrolle am linken	 Rand der Drehscheibe ( 7 ) abnehmbar ausgeführt                        	war die Umlenkrolle am linken	linken	linken	cfa165cf8cbca53871962f68823aead077c9	91.198.250.98	DE	376	discard
4acf009e9de98c3e14887c447896a7c03348,87.106.6.3,DE,1	                                       Video hab i teilweise gesehen , der eine < war /|sein|  ja /|ja|  am /|an|  linken /|linken| > Arm verwundet und hat auch seine Hose besudelt                         	                                       Video hab i teilweise gesehen , der eine 	war ja am linken	 Arm verwundet und hat auch seine Hose besudelt                         	war ja am linken	linken	linken	4acf009e9de98c3e14887c447896a7c03348	87.106.6.3	DE	417	discard
3a17ee8937b91ac3df261c08fb5a8da4641f,81.169.145.74,DE,0	                                       hinunter zum Höhleneingang zu gelangen , < ist /|sein|  , /|,|  am /|am|  linken /|linken| > Rand hinunter zu steigen . Passen Sie hier                             	                                       hinunter zum Höhleneingang zu gelangen , 	ist , am linken	 Rand hinunter zu steigen . Passen Sie hier                             	ist , am linken	linken	linken	3a17ee8937b91ac3df261c08fb5a8da4641f	81.169.145.74	DE	443	discard
169fa59609e980489c06a82c5414f7650735,217.13.206.177,DE,0	                                   tatsächlich aus dem Weg geräumt . Vermutlich < ist /|sein|  es /|es|  der /|die|  am /|an|  linken /|linken| > Wegrand , der sieht jedenfalls grad genauso                            	                                   tatsächlich aus dem Weg geräumt . Vermutlich 	ist es der am linken	 Wegrand , der sieht jedenfalls grad genauso                            	ist es der am linken	linken	linken	169fa59609e980489c06a82c5414f7650735	217.13.206.177	DE	470	discard
7c0d256639cb2787dcb5aaa345fb40310d63,212.72.182.170,DE,0	                                        , dass das in S 1 schon ganz gut gelöst < war /|sein|  ? /|?|  Oder /|oder|  vielleicht /|vielleicht|  auch /|auch|  eben /|eben|  WEIL /|weil|  am /|am|  linken /|linken| > Rand schon soviel ist ? Ist ja nicht der                               	                                        , dass das in S 1 schon ganz gut gelöst 	war ? Oder vielleicht auch eben WEIL am linken	 Rand schon soviel ist ? Ist ja nicht der                               	war ? Oder vielleicht auch eben WEIL am linken	linken	linken	7c0d256639cb2787dcb5aaa345fb40310d63	212.72.182.170	DE	500	discard
a7b1033e3ded4d5e5fd5a2c6008a78ec066f,85.10.197.83,DE,1	                                        Was sonst quasi in der mittleren Spalte < war /|sein|  , /|,|  erscheint /|erscheinen|  jetzt /|jetzt|  darunter /|darunter|  gesetzt /|setzen|  am /|an|  linken /|linken| > Rand . Gibt es dafür eine Lösung ? Moderationshinweis                  	                                        Was sonst quasi in der mittleren Spalte 	war , erscheint jetzt darunter gesetzt am linken	 Rand . Gibt es dafür eine Lösung ? Moderationshinweis                  	war , erscheint jetzt darunter gesetzt am linken	linken	linken	a7b1033e3ded4d5e5fd5a2c6008a78ec066f	85.10.197.83	DE	527	discard
32c779fa86d45eb90ec0c900592dbb407a5a,82.165.83.35,DE,0	                                    großen Themen ihrer Songs und wer in Europa < sein /|sein|  Herz /|Herz|  am /|an|  linken /|linken| > Fleck hat , läßt sich eine Vorstellung                                 	                                    großen Themen ihrer Songs und wer in Europa 	sein Herz am linken	 Fleck hat , läßt sich eine Vorstellung                                 	sein Herz am linken	linken	linken	32c779fa86d45eb90ec0c900592dbb407a5a	82.165.83.35	DE	540	discard
8cd5e88541d7baf55f0ab9e732185a3eeba0,80.67.28.61,DE,1	                                    Hallo Conny , auf dem Foto sieht es aus als < wären /|sein|  die /|die|  äußeren /|äußer|  Schwungfedern /|Schwungfeder|  am /|an|  linken /|linken| > Flügel abgebrochen . Das heißt er wird                                 	                                    Hallo Conny , auf dem Foto sieht es aus als 	wären die äußeren Schwungfedern am linken	 Flügel abgebrochen . Das heißt er wird                                 	wären die äußeren Schwungfedern am linken	linken	linken	8cd5e88541d7baf55f0ab9e732185a3eeba0	80.67.28.61	DE	583	discard
5dd45d494fe9e99dc62cac897c1174399eb8,82.165.77.249,DE,0	                                   kollidierte mit dem Heck des Pkw und kam mit < seinem /|sein|  Roller /|Roller|  am /|an|  linken /|linken| > Straßenrand neben einem dort abgestellten                              	                                   kollidierte mit dem Heck des Pkw und kam mit 	seinem Roller am linken	 Straßenrand neben einem dort abgestellten                              	seinem Roller am linken	linken	linken	5dd45d494fe9e99dc62cac897c1174399eb8	82.165.77.249	DE	595	discard
720dc48501af783a7533b52c27526c432b91,85.13.128.183,DE,0	                                       Befahrung besichtigt werden . Kurz davor < ist /|sein|  ein /|eine|  Anlanden /|Anlanden|  am /|an|  linken /|linken| > Ufer möglich . Ein Umtragen der Stelle                                 	                                       Befahrung besichtigt werden . Kurz davor 	ist ein Anlanden am linken	 Ufer möglich . Ein Umtragen der Stelle                                 	ist ein Anlanden am linken	linken	linken	720dc48501af783a7533b52c27526c432b91	85.13.128.183	DE	598	discard
45f664eca5e826afa60ee69b94a42613110f,82.165.95.213,DE,0	                                      Winkel nach einem Eckball von links . Bei < seinem /|sein|  dritten /|dritt|  Treffer /|Treffer|  musste /|müssen|  er /|er|  am /|am|  linken /|linken| > Pfosten auf Waldeks Hereingabe nur den                                 	                                      Winkel nach einem Eckball von links . Bei 	seinem dritten Treffer musste er am linken	 Pfosten auf Waldeks Hereingabe nur den                                 	seinem dritten Treffer musste er am linken	linken	linken	45f664eca5e826afa60ee69b94a42613110f	82.165.95.213	DE	604	discard
70a99056bec2133fb12ffaa3b936311ba8a5,82.165.112.79,DE,0	                           man ist in einem Zombie-Staat ! Derweilen < waren /|sein|  am /|an|  linken /|linken| > Vorderrad des Autos meines Sohnes zwecks                     	                           man ist in einem Zombie-Staat ! Derweilen 	waren am linken	 Vorderrad des Autos meines Sohnes zwecks                     	waren am linken	linken	linken	70a99056bec2133fb12ffaa3b936311ba8a5	82.165.112.79	DE	607	discard
9903d05bba4ed1d6d2bb6f66b0d643762c93,130.133.4.196,DE,0	                         Sterne erschienen . Im folgenden Ausschnitt < ist /|sein|  am /|an|  linken /|linken| > unteren Bildrand Jupiter und am rechten                      	                         Sterne erschienen . Im folgenden Ausschnitt 	ist am linken	 unteren Bildrand Jupiter und am rechten                      	ist am linken	linken	linken	9903d05bba4ed1d6d2bb6f66b0d643762c93	130.133.4.196	DE	614	discard
d7d11c7e1395094567dc7d50e6845cfa3e52,81.169.145.149,DE,0	                                    hell im Hintergrund . Auch der Flammennebel < war /|sein|  ohne /|ohne|  Filter /|Filter|  am /|an|  linken /|linken| > Gürtelstern kaum wahrnehmbar . Dann noch                               	                                    hell im Hintergrund . Auch der Flammennebel 	war ohne Filter am linken	 Gürtelstern kaum wahrnehmbar . Dann noch                               	war ohne Filter am linken	linken	linken	d7d11c7e1395094567dc7d50e6845cfa3e52	81.169.145.149	DE	671	discard
3137915d8e46d77b91a01ce2b12b619734ee,80.246.51.208,DE,0	                                      sich nicht als Ruhrgebiet fühlt , sondern < seine /|sein|  Wurzeln /|Wurzel|  am /|an|  linken /|linken| > Niederrhein hat . Von 10.00 bis 18:00 wurden                           	                                      sich nicht als Ruhrgebiet fühlt , sondern 	seine Wurzeln am linken	 Niederrhein hat . Von 10.00 bis 18:00 wurden                           	seine Wurzeln am linken	linken	linken	3137915d8e46d77b91a01ce2b12b619734ee	80.246.51.208	DE	674	discard
38efb9a55d8c75d90fc56f30d241544ce4ba,80.190.176.43,DE,0	                                       Ford Focus zunächst völlig unauffällig . < Wäre /|sein|  da /|da|  nicht /|nicht|  die /|die|  Ladebuchse /|Ladebuchse|  am /|an|  linken /|linken| > vorderen Kotflügel ... 00 00 Ford Focus                                	                                       Ford Focus zunächst völlig unauffällig . 	Wäre da nicht die Ladebuchse am linken	 vorderen Kotflügel ... 00 00 Ford Focus                                	Wäre da nicht die Ladebuchse am linken	linken	linken	38efb9a55d8c75d90fc56f30d241544ce4ba	80.190.176.43	DE	682	discard
057933b37393fe4dc577a52a93db064c5636,85.13.128.183,DE,0	                                Bootsrutsche . Bei entsprechenden Wasserständen < ist /|sein|  evtl. /|eventuell|  eine /|eine|  Befahrung /|Befahrung|  des /|die|  Wehres /|Wehr|  auch /|auch|  am /|an|  linken /|linken| > Rand möglich . Ggf . kann das Wehr auch                                	                                Bootsrutsche . Bei entsprechenden Wasserständen 	ist evtl. eine Befahrung des Wehres auch am linken	 Rand möglich . Ggf . kann das Wehr auch                                	ist evtl. eine Befahrung des Wehres auch am linken	linken	linken	057933b37393fe4dc577a52a93db064c5636	85.13.128.183	DE	687	discard
298ba8cda6a23ecda9ee1b6b34422d672339,81.169.145.70,DE,0	                                      den Unterschied von 2 km ausmachten . Ich < war /|sein|  der /|die|  Meinung /|Meinung|  , /|,|  wenn /|wenn|  wir /|wir|  einmal /|einmal|  am /|an|  linken /|linken| > Saweufer sind , die Straße frei von Autos                              	                                      den Unterschied von 2 km ausmachten . Ich 	war der Meinung , wenn wir einmal am linken	 Saweufer sind , die Straße frei von Autos                              	war der Meinung , wenn wir einmal am linken	linken	linken	298ba8cda6a23ecda9ee1b6b34422d672339	81.169.145.70	DE	704	discard
aecf9e00cd98c8603c7ea166f83e95b71195,109.239.56.56,DE,1	                             der Aufschrift " Bund " reduziert . Sie < ist /|sein|  am /|an|  linken /|linken| > Oberarm zu tragen . Dienstgradabzeichen                      	                             der Aufschrift " Bund " reduziert . Sie 	ist am linken	 Oberarm zu tragen . Dienstgradabzeichen                      	ist am linken	linken	linken	aecf9e00cd98c8603c7ea166f83e95b71195	109.239.56.56	DE	716	discard
d2d2960a3000bc579bbb6a178531f71cb350,84.246.123.58,DE,0	                                entschieden , noch einmal Vollgas zu geben . Er < ist /|sein|  ein /|eine|  großes /|groß|  Talent /|Talent|  am /|an|  linken /|linken| > Aufbau und ich bin mir sicher , dass er                                	                                entschieden , noch einmal Vollgas zu geben . Er 	ist ein großes Talent am linken	 Aufbau und ich bin mir sicher , dass er                                	ist ein großes Talent am linken	linken	linken	d2d2960a3000bc579bbb6a178531f71cb350	84.246.123.58	DE	731	discard
0c3001c86a272b3174c2d403728eae34abdb,81.169.145.75,DE,0	                                      Helfer regelmäßig hinter sich her . Kiara < ist /|sein|  aufgrund /|aufgrund|  einer /|eine|  alten /|alt|  Verletzung /|Verletzung|  am /|an|  linken /|linken| > Hinterbein , die von dem ehemaligen Besitzer                           	                                      Helfer regelmäßig hinter sich her . Kiara 	ist aufgrund einer alten Verletzung am linken	 Hinterbein , die von dem ehemaligen Besitzer                           	ist aufgrund einer alten Verletzung am linken	linken	linken	0c3001c86a272b3174c2d403728eae34abdb	81.169.145.75	DE	733	discard
5dc90b1e3460616d3ca6699c042944239d88,46.4.116.115,DE,1	                                    neben Gatto . Keine gute Entscheidung . Nun < war /|sein|  wohl /|wohl|  am /|an|  linken /|linken| > Schrank noch eine Mücke , die wiederum                                 	                                    neben Gatto . Keine gute Entscheidung . Nun 	war wohl am linken	 Schrank noch eine Mücke , die wiederum                                 	war wohl am linken	linken	linken	5dc90b1e3460616d3ca6699c042944239d88	46.4.116.115	DE	755	discard
290c39f812d0e6edfeb487631c3715fe9b29,81.169.145.160,DE,0	                                  dieses Bild verbindet ganz Verschiedenes . Da < sind /|sein|  die /|die|  Weinstöcke /|Weinstock|  am /|an|  linken /|linken| > Bildrand , voller Trauben . Jesus zeigt                                	                                  dieses Bild verbindet ganz Verschiedenes . Da 	sind die Weinstöcke am linken	 Bildrand , voller Trauben . Jesus zeigt                                	sind die Weinstöcke am linken	linken	linken	290c39f812d0e6edfeb487631c3715fe9b29	81.169.145.160	DE	758	discard
91b647d730d784660ba18efb24d08bcb5574,81.169.145.156,DE,1	                           Kurbelgehäuse gelangen . Die Kurbelgehäuseentlüftung < ist /|sein|  überfordert /|überfordern|  und /|und|  der /|die|  Überdruck /|Überdruck|  entweicht /|entweichen|  am /|an|  linken /|linken| > Kurbelwellenstunmpf vorbei in den Primärkasten                         	                           Kurbelgehäuse gelangen . Die Kurbelgehäuseentlüftung 	ist überfordert und der Überdruck entweicht am linken	 Kurbelwellenstunmpf vorbei in den Primärkasten                         	ist überfordert und der Überdruck entweicht am linken	linken	linken	91b647d730d784660ba18efb24d08bcb5574	81.169.145.156	DE	793	discard
aecf9e00cd98c8603c7ea166f83e95b71195,109.239.56.56,DE,1	                             der Aufschrift " Bund " reduziert . Sie < ist /|sein|  am /|an|  linken /|linken| > Oberarm zu tragen . Dienstgradabzeichen                      	                             der Aufschrift " Bund " reduziert . Sie 	ist am linken	 Oberarm zu tragen . Dienstgradabzeichen                      	ist am linken	linken	linken	aecf9e00cd98c8603c7ea166f83e95b71195	109.239.56.56	DE	807	discard
3cce30cbcb4f159ee1629478a2f7a3ff1257,82.165.99.239,DE,0	                                       ehemaligen deutschen Wehrmacht anzusehen < ist /|sein|  . /|.|  Der /|die|  4. /|4.|  Zahn /|Zahn|  am /|an|  linken /|linken| > Oberkiefer trug eine Goldkrone , an der                                	                                       ehemaligen deutschen Wehrmacht anzusehen 	ist . Der 4. Zahn am linken	 Oberkiefer trug eine Goldkrone , an der                                	ist . Der 4. Zahn am linken	linken	linken	3cce30cbcb4f159ee1629478a2f7a3ff1257	82.165.99.239	DE	811	discard
d4182ccc9ed78b16710414f0b411712c3954,82.165.106.37,DE,0	                                      und wo eine geeignete Stelle zum Anlanden < ist /|sein|  . /|.|  Eigentlich /|eigentlich|  hätten /|haben|  wir /|wir|  am /|an|  linken /|linken| > Ufer raus gemußt , weil dort im Ort einige                             	                                      und wo eine geeignete Stelle zum Anlanden 	ist . Eigentlich hätten wir am linken	 Ufer raus gemußt , weil dort im Ort einige                             	ist . Eigentlich hätten wir am linken	linken	linken	d4182ccc9ed78b16710414f0b411712c3954	82.165.106.37	DE	813	discard
c037a345fd17b109516474a93a727f99ed67,88.198.104.121,DE,0	                                    halbrechter Position aus 27 Metern direkt , < sein /|sein|  Schuss /|Schuss|  ging /|gehen|  knapp /|knapp|  am /|an|  linken /|linken| > Pfosten vorbei . Zwei Minuten später war                               	                                    halbrechter Position aus 27 Metern direkt , 	sein Schuss ging knapp am linken	 Pfosten vorbei . Zwei Minuten später war                               	sein Schuss ging knapp am linken	linken	linken	c037a345fd17b109516474a93a727f99ed67	88.198.104.121	DE	815	discard
3f9b4ea4a414912aa742c5bcc8f4fb3b34d9,213.182.5.180,DE,0	                            League-Begegnung gegen Chambery Savoie HB ( 35:23 ) < sei /|sein|  beim /|bei|  Serben /|Serbe|  das /|die|  vordere /|vorder|  Außenband /|(unknown)|  am /|an|  linken /|linken| > Sprunggelenk gerissen , teilte der THW                                 	                            League-Begegnung gegen Chambery Savoie HB ( 35:23 ) 	sei beim Serben das vordere Außenband am linken	 Sprunggelenk gerissen , teilte der THW                                 	sei beim Serben das vordere Außenband am linken	linken	linken	3f9b4ea4a414912aa742c5bcc8f4fb3b34d9	213.182.5.180	DE	837	discard
668879358e45942f529df5000d049d340e23,129.217.132.33,DE,0	                                    Fotos und Sprechblasen zu ihrem Schicksal ) < ist /|sein|  ebenfalls /|ebenfalls|  am /|an|  linken /|linken| > Rand geschaltet . Da hat man als Deutscher                             	                                    Fotos und Sprechblasen zu ihrem Schicksal ) 	ist ebenfalls am linken	 Rand geschaltet . Da hat man als Deutscher                             	ist ebenfalls am linken	linken	linken	668879358e45942f529df5000d049d340e23	129.217.132.33	DE	873	discard
921e3dcb5f4475b49c8e5598ca866ad1c788,81.169.139.253,DE,1	                                        Beinlage wesentlich angenehmer für mich < ist /|sein|  . /|.|  Nach /|nach|  insgesamt /|insgesamt|  7 /|7|  Knieoperationen /|Knieoperation|  am /|an|  linken /|linken| > Knie ( u.a. ACT vor 3 1 / 2 Jahren ) sitze                             	                                        Beinlage wesentlich angenehmer für mich 	ist . Nach insgesamt 7 Knieoperationen am linken	 Knie ( u.a. ACT vor 3 1 / 2 Jahren ) sitze                             	ist . Nach insgesamt 7 Knieoperationen am linken	linken	linken	921e3dcb5f4475b49c8e5598ca866ad1c788	81.169.139.253	DE	874	discard
193ca7315b283c137462d2eb947ee314e19f,195.20.236.35,DE,0	                           deren Vergrößerung oder wenn sie entfernt < war /|sein|  am /|an|  linken /|linken| > vorderen Gaumenbogen , gemacht und so die                    	                           deren Vergrößerung oder wenn sie entfernt 	war am linken	 vorderen Gaumenbogen , gemacht und so die                    	war am linken	linken	linken	193ca7315b283c137462d2eb947ee314e19f	195.20.236.35	DE	887	discard
ae532fbc3cb1a2505ac885c811f0a5d26f7d,83.169.33.140,DE,0	                                        Impressum usw. ) . Auch sehr verbreitet < ist /|sein|  eine /|eine|  vertikale /|vertikal|  Menüleiste /|Menüleiste|  am /|an|  linken /|linken| > Rand , wie hier . Sehr große Websites ,                                	                                        Impressum usw. ) . Auch sehr verbreitet 	ist eine vertikale Menüleiste am linken	 Rand , wie hier . Sehr große Websites ,                                	ist eine vertikale Menüleiste am linken	linken	linken	ae532fbc3cb1a2505ac885c811f0a5d26f7d	83.169.33.140	DE	927	discard
4f10bdc1738120921a2e5a32adbf3586bcb6,82.165.97.207,DE,0	                                        etwas aufgeplatzt . Einige kleine Nähte < sind /|sein|  aufgeribbelt /|(unknown)|  , /|,|  und /|und|  am /|am|  linken /|linken| > Arm sind ein paar Stiche nachgenäht worden                             	                                        etwas aufgeplatzt . Einige kleine Nähte 	sind aufgeribbelt , und am linken	 Arm sind ein paar Stiche nachgenäht worden                             	sind aufgeribbelt , und am linken	linken	linken	4f10bdc1738120921a2e5a32adbf3586bcb6	82.165.97.207	DE	957	discard
8f1ffb270af762eb6e1855601d064cb44b0f,213.198.91.192,DE,1	                              automatisch - durch die sog. Autoindizieren ( das < ist /|sein|  das /|die|  leere /|leer|  Viereck /|Viereck|  am /|an|  linken /|linken| > Rand der FOR-Schleife , über das das boolsche                          	                              automatisch - durch die sog. Autoindizieren ( das 	ist das leere Viereck am linken	 Rand der FOR-Schleife , über das das boolsche                          	ist das leere Viereck am linken	linken	linken	8f1ffb270af762eb6e1855601d064cb44b0f	213.198.91.192	DE	963	discard
0e12c146af85d246687177398699d3dcf0e9,81.169.182.237,DE,0	                                      hatte die DNA-Spuren von vier Personen an < seinem /|sein|  Dolch /|Dolch|  , /|,|  dazu /|dazu|  die /|die|  Schnittverletzungen /|Schnittverletzung|  am /|an|  linken /|linken| > Arm und die Platzwunde am Hinterkopf ,                                 	                                      hatte die DNA-Spuren von vier Personen an 	seinem Dolch , dazu die Schnittverletzungen am linken	 Arm und die Platzwunde am Hinterkopf ,                                 	seinem Dolch , dazu die Schnittverletzungen am linken	linken	linken	0e12c146af85d246687177398699d3dcf0e9	81.169.182.237	DE	1036	discard
48f9885898d87b02fbf9bbc7f21aaeb941b8,85.214.117.101,DE,0	                                      einer Tränendrüsenverletzung für den Rest < seines /|sein|  Lebens /|Leben|  unkontrollierbaren /|unkontrollierbar|  Tränenfluss /|Tränenfluss|  am /|an|  linken /|linken| > Auge hat , doch die Gefängniswärter zwangen                            	                                      einer Tränendrüsenverletzung für den Rest 	seines Lebens unkontrollierbaren Tränenfluss am linken	 Auge hat , doch die Gefängniswärter zwangen                            	seines Lebens unkontrollierbaren Tränenfluss am linken	linken	linken	48f9885898d87b02fbf9bbc7f21aaeb941b8	85.214.117.101	DE	1045	discard
38baa86b4224ba548f6f84c98f2df7900e2b,81.169.145.67,DE,0	                                       Modell verwendet wird . In Abb. 13.2 - 3 < ist /|sein|  eine /|eine|  Flanschkonstruktion /|Flanschkonstruktion|  gezeigt /|zeigen|  , /|,|  die /|die|  Mittellinie /|Mittellinie|  am /|an|  linken /|linken| > Rand zeigt die Rotationssymmetrie des Rohres                           	                                       Modell verwendet wird . In Abb. 13.2 - 3 	ist eine Flanschkonstruktion gezeigt , die Mittellinie am linken	 Rand zeigt die Rotationssymmetrie des Rohres                           	ist eine Flanschkonstruktion gezeigt , die Mittellinie am linken	linken	linken	38baa86b4224ba548f6f84c98f2df7900e2b	81.169.145.67	DE	1085	discard
7749fcbede0dc4ad1d9e86a022890de26a1b,212.90.148.19,DE,0	                                     mehr hineinpasst . Übrigens hat Artwin bei < seiner /|sein|  fast /|fast|  meilenlangen /|meilenlang|  Ausdehnung /|Ausdehnung|  am /|an|  linken /|linken| > Steilgehänge des oberen Tschoroch , in                                 	                                     mehr hineinpasst . Übrigens hat Artwin bei 	seiner fast meilenlangen Ausdehnung am linken	 Steilgehänge des oberen Tschoroch , in                                 	seiner fast meilenlangen Ausdehnung am linken	linken	linken	7749fcbede0dc4ad1d9e86a022890de26a1b	212.90.148.19	DE	1141	discard
8d65a9647191e2ffef07b505272e3eab033a,78.46.85.235,DE,1	                                     dem das Adressfeld an der richtigen Stelle < ist /|sein|  und /|und|  wo /|wo|  am /|an|  linken /|linken| > Rand Faltmarken aufgedruckt sind . z. B.                               	                                     dem das Adressfeld an der richtigen Stelle 	ist und wo am linken	 Rand Faltmarken aufgedruckt sind . z. B.                               	ist und wo am linken	linken	linken	8d65a9647191e2ffef07b505272e3eab033a	78.46.85.235	DE	1183	discard
6f4317f1b5303134ecc57524cfd7e6de75ab,62.75.176.139,DE,0	                       behindertengerechte Eingang in die Wickrathberger Kirche < ist /|sein|  nur /|nur|  am /|an|  linken /|linken| > Seiteneingang möglich . Hierzu ist eine                                	                       behindertengerechte Eingang in die Wickrathberger Kirche 	ist nur am linken	 Seiteneingang möglich . Hierzu ist eine                                	ist nur am linken	linken	linken	6f4317f1b5303134ecc57524cfd7e6de75ab	62.75.176.139	DE	1196	discard
648df6dcf21c3e3e2d800f37a5c8d03f349d,212.111.239.206,DE,1	                                   regelmäßig Wahlwerte von 80 - 90 % , und das < ist /|sein|  auch /|auch|  gut /|gut|  so /|so|  . /|.|  Extreme /|Extrem|  am /|an|  linken /|linken| > und rechten Rand haben diesem Land immer                               	                                   regelmäßig Wahlwerte von 80 - 90 % , und das 	ist auch gut so . Extreme am linken	 und rechten Rand haben diesem Land immer                               	ist auch gut so . Extreme am linken	linken	linken	648df6dcf21c3e3e2d800f37a5c8d03f349d	212.111.239.206	DE	1241	discard
7660e1cb0fb4459c7ee21127833e16de073f,194.175.173.45,DE,0	                  angeschlossenen Instrument zugeführt . Im Diagramm < ist /|sein|  am /|an|  linken /|linken| > Rand die Signalstärke im Massenspektrometer                  	                  angeschlossenen Instrument zugeführt . Im Diagramm 	ist am linken	 Rand die Signalstärke im Massenspektrometer                  	ist am linken	linken	linken	7660e1cb0fb4459c7ee21127833e16de073f	194.175.173.45	DE	1245	discard
bb77b6683217a40518094701c62e2f922a95,87.230.59.12,DE,1	                                        also nicht auf : daumen Die Naviantenne < ist /|sein|  magnetisch /|magnetisch|  und /|und|  ich /|ich|  habe /|haben|  sie /|sie|  am /|an|  linken /|linken| > seiten holmen angebracht ... das Navi hat                              	                                        also nicht auf : daumen Die Naviantenne 	ist magnetisch und ich habe sie am linken	 seiten holmen angebracht ... das Navi hat                              	ist magnetisch und ich habe sie am linken	linken	linken	bb77b6683217a40518094701c62e2f922a95	87.230.59.12	DE	1317	discard
237d6e16a75c7ca124cbd3318c7709872687,87.106.71.132,DE,0	                            die Sterne , Kat erobert sich den Ball , < ist /|sein|  am /|an|  linken /|linken| > Strafraumeck und könnte schießen , verweigert                	                            die Sterne , Kat erobert sich den Ball , 	ist am linken	 Strafraumeck und könnte schießen , verweigert                	ist am linken	linken	linken	237d6e16a75c7ca124cbd3318c7709872687	87.106.71.132	DE	1327	discard
470ddaaaa88614b0007fdfb13e17ce41c706,82.165.97.158,DE,0	                                      Symbole zu erkennen . In seinem Brustkorb < ist /|sein|  ein /|eine|  Lautsprecher /|Lautsprecher|  versteckt /|verstecken|  ; /|;|  am /|am|  linken /|linken| > Hacken ist der Anschluss für das Lautsprecherkabel                     	                                      Symbole zu erkennen . In seinem Brustkorb 	ist ein Lautsprecher versteckt ; am linken	 Hacken ist der Anschluss für das Lautsprecherkabel                     	ist ein Lautsprecher versteckt ; am linken	linken	linken	470ddaaaa88614b0007fdfb13e17ce41c706	82.165.97.158	DE	1328	discard
ca442ed4e184fdb0a6b2ff34fa1a4da82319,87.106.8.150,DE,1	                                      glaube bei mir liegts an meiner Technik . < Bin /|sein|  Rechtshänder /|Rechtshänder|  , /|,|  werfe /|werfen|  aber /|aber|  trotzdem /|trotzdem|  am /|an|  linken /|linken| > Rand entlang und lass die Kugel dann von                               	                                      glaube bei mir liegts an meiner Technik . 	Bin Rechtshänder , werfe aber trotzdem am linken	 Rand entlang und lass die Kugel dann von                               	Bin Rechtshänder , werfe aber trotzdem am linken	linken	linken	ca442ed4e184fdb0a6b2ff34fa1a4da82319	87.106.8.150	DE	1346	discard
831760c00e312f8f9becb83799d0ff1a6dab,193.196.8.11,DE,0	                                     Einheiten der " Propädeutische Grammatik " < sind /|sein|  in /|in|  der /|die|  dynamischen /|dynamisch|  Inhaltsübersicht /|(unknown)|  am /|an|  linken /|linken| > Rand angeordnet . Beim Öffnen dieser Komponente                        	                                     Einheiten der " Propädeutische Grammatik " 	sind in der dynamischen Inhaltsübersicht am linken	 Rand angeordnet . Beim Öffnen dieser Komponente                        	sind in der dynamischen Inhaltsübersicht am linken	linken	linken	831760c00e312f8f9becb83799d0ff1a6dab	193.196.8.11	DE	1374	discard
c80c17037f3068b9927e38a6e38141aadc54,83.246.77.49,DE,0	                     Vorfahrengenerationen anzeigen lassen können . Alle Felder < sind /|sein|  navigationsfähig /|(unknown)|  . /|.|  In /|in|  einem /|eine|  Fenster /|Fenster|  am /|an|  linken /|linken| > Bildschrmrand sehen Sie Details zu ausgewählten                        	                     Vorfahrengenerationen anzeigen lassen können . Alle Felder 	sind navigationsfähig . In einem Fenster am linken	 Bildschrmrand sehen Sie Details zu ausgewählten                        	sind navigationsfähig . In einem Fenster am linken	linken	linken	c80c17037f3068b9927e38a6e38141aadc54	83.246.77.49	DE	1419	discard
2ccc2139d6f8d324dcfd180d7d5c60d8b070,81.169.145.148,DE,0	                                        heilige Rochus von Montpellier . Dieser < war /|sein|  mit /|mit|  einer /|eine|  Pestbeule /|Pestbeule|  am /|an|  linken /|linken| > Schenkel dargestellt , er war Schutzheiliger                           	                                        heilige Rochus von Montpellier . Dieser 	war mit einer Pestbeule am linken	 Schenkel dargestellt , er war Schutzheiliger                           	war mit einer Pestbeule am linken	linken	linken	2ccc2139d6f8d324dcfd180d7d5c60d8b070	81.169.145.148	DE	1420	discard
f6b33ee2900d6a44547ba442bc306925850d,94.101.38.14,DE,0	                                        Linksaußen In Formationen mit 3 Spitzen < ist /|sein|  dies /|dies|  die /|die|  Stürmerposition /|(unknown)|  am /|an|  linken /|linken| > Flügel . Ein Spruch in Fußballerkreisen                                	                                        Linksaußen In Formationen mit 3 Spitzen 	ist dies die Stürmerposition am linken	 Flügel . Ein Spruch in Fußballerkreisen                                	ist dies die Stürmerposition am linken	linken	linken	f6b33ee2900d6a44547ba442bc306925850d	94.101.38.14	DE	1421	discard
