Source	Left	Key1	Right	Year	Decade	Lemma
NZZ04	das Täterbild verfälscht, Fehlprognosen	sind programmiert	(weitere Angaben unter	2004	2005	programmiert
NKU04	Ratteyer Bürger: Wegsehen	ist programmiert	Ratteyer Bürger: Wegsehen ist	2004	2005	programmiert
NKU04	programmiert Ratteyer Bürger: Wegsehen	ist programmiert	Fahrerflucht beobachtet -	2004	2005	programmiert
FLT04	die totale Vernetzung seines Imperiums	ist vorprogrammiert.	Auch wenn er mit dem	2004	2005	vorprogrammiert
M04	zunehmend auf sich gestellt. Das Chaos	ist vorprogrammiert...	Komiker Steve Martin,	2004	2005	vorprogrammiert
RHZ04	betroffen. Ihr erbitterter Widerstand	ist programmiert.	Doch der israelische Premier	2004	2005	programmiert
RHZ04	verstärkt deren Effekt, der Schaden	ist programmiert.	Helfen kann da eine	2004	2005	programmiert
M04	Pflichten erinnern. Weitere Turbulenzen	sind programmiert,	sollte der BVB auch das	2004	2005	programmiert
M04	Energien bis zur Bürgerversicherung -	sind programmiert.	Seinen Nimbus als	2004	2005	programmiert
M04	zusätzliche Probleme mit sich. Chaos	ist programmiert.	Die erwachsene Tochter Nora	2004	2005	programmiert
NEW04	einem passen", so Meyer, "und das Ende	ist vorprogrammiert."	* An den richtigen Orten	2004	2005	vorprogrammiert
RHZ04	Unterfangen. "Stürze mit Fahrrädern	sind vorprogrammiert",	sagt Claudia	2004	2005	vorprogrammiert
RHZ04	ROHRBACH. Gute Fastnachtsstimmung	ist programmiert:	Auch in diesem Jahr	2004	2005	programmiert
NZZ04	Der Kampf um die Verwendung der Mittel	ist programmiert.	kru. St. Gallen, 17. Februar	2004	2005	programmiert
NEW04	Thriller um den "goldenen Teller"	ist programmiert.	Wie bestellt zum	2004	2005	programmiert
U04	Bremslichter im steten stop and go, Staus	sind programmiert.	Man gönne sich einmal eine	2004	2005	programmiert
RHZ04	auf das Zwerchfell der Zuschauer	sind vorprogrammiert.	Premiere ist am Freitag,	2004	2005	vorprogrammiert
P04	findet die Bauverhandlung statt. Proteste	sind vorprogrammiert:	Die Sportvereine starten	2004	2005	vorprogrammiert
P04	in den Ring. "Der Familienstreit	ist programmiert,	wenn Mutter und Tochter um	2004	2005	programmiert
T04	Auswahl-Gremien berufen - Ärger	ist programmiert	AUS BERLIN CHRISTIAN FÜLLER	2004	2005	programmiert
RHZ04	weitere Verdichtung und Versiegelung	ist programmiert.	Mit dem Erhalt der Grünzone	2004	2005	programmiert
T04	erklärt. Und auch der nächste Streit	ist vorprogrammiert.	Die EU wird -	2004	2005	vorprogrammiert
T04	ändert sich das. Der Clash of Cultures	ist vorprogrammiert.	Hier das Girlie aus dem	2004	2005	vorprogrammiert
RHZ04	auf Alarm. Die vorsorgliche Flucht	ist vorprogrammiert.	Unnötig verschrecktes Wild	2004	2005	vorprogrammiert
T04	Fans auszuweiten. Ungerechtigkeiten	sind vorprogrammiert.	Denn viele der in den	2004	2005	vorprogrammiert
T04	Katastrophe, denn weitere Streichungen	sind programmiert"		2004	2005	programmiert
M04	zusammen. Der Erfolg dieses Projektes	ist vorprogrammiert:	Durch den dreimal	2004	2005	vorprogrammiert
U04	Absatzprobleme für die Unternehmen	sind programmiert.	Nicht umsonst jammern	2004	2005	programmiert
FOC04	eingesetzt werden.  Protest	ist programmiert,	nicht zuletzt in den eigenen	2004	2005	programmiert
PBE	Computer in Schulen - Zusammenbruch	ist programmiert:	S-Bahnvertrag verstößt gegen	2004	2005	programmiert
T04	zeigen sich die Krallen Die Polemik	ist vorprogrammiert:	Heute debattiert das	2004	2005	vorprogrammiert
M04	Mitarbeiter "Das Meisterschaftsfinale	ist programmiert."	Stephan Jäger, Team-Manager	2004	2005	programmiert
T04	liegen gefaltet in Regalen - Bruchstellen	sind vorprogrammiert.	Zur Messung von chemischen	2004	2005	vorprogrammiert
T04	Abstiegskandidaten hält. Erklärungsnöte	sind vorprogrammiert.		2004	2005	vorprogrammiert
RHZ04	Leiche ist im Haus versteckt. Das Chaos	ist programmiert.	Eine Verstrickung	2004	2005	programmiert
NZZ04	Es ist ein Reflex, der "Absturz"	ist programmiert:	Hinunter an die Piazza	2004	2005	programmiert
NZZ04	Schrift, alles ist datiert, alles	ist programmiert	- ins Ungewisse.  Es ist klar,	2004	2005	programmiert
RHZ04	Eingangsszene. Die Konflikte	sind programmiert:	die Eifersucht auf die	2004	2005	programmiert
NUZ04	oder bei den erneuerbaren Energien	ist vorprogrammiert.	Ob es denn in den fünf	2004	2005	vorprogrammiert
T04	an Geschwindigkeit - Verspätungen	sind vorprogrammiert.	Bisher behalfen sich die	2004	2005	vorprogrammiert
RHZ04	in der Schule, schlechte Noten	sind programmiert.	Durch das Ausbleiben von	2004	2005	programmiert
RHZ04	"Unfälle	sind programmiert"	Die	2004	2005	programmiert
NZZ04	zum diesjährigen 50-Jahre-Jubiläum	sind programmiert.	Die bitteren und	2004	2005	programmiert
U04	wieder geht die Spannung runter, aber das	ist vorprogrammiert	von Anfang an. Suspense ist	2004	2005	vorprogrammiert
NEW04	mit den schwarz-blauen Ministerien	sind vorprogrammiert.	Bis Ende September muss	2004	2005	vorprogrammiert
U04	an - eine Kollision im Arbeitsmarkt	ist programmiert.	Verzweifelte Suche In der	2004	2005	programmiert
RHZ04	sagt, als getan. Brenzlige Situationen	sind vorprogrammiert.	Ganz freiwillig lassen	2004	2005	vorprogrammiert
RHZ04	stößt. Ärger und Unzufriedenheit	sind programmiert	und eine zügige Abwicklung	2004	2005	programmiert
NKU04	Parallelarbeit und Verzögerungen	sind vorprogrammiert.	Erschwerend kommt hinzu,	2004	2005	vorprogrammiert
RHZ04	Stöße von Adrenalin	sind programmiert	Afro-latino Rhythmen von	2004	2005	programmiert
U04	Werte treffen auf alte Werte. Der Crash	ist programmiert.	Da nehmen sich Untersuchungen	2004	2005	programmiert
U04	Basel", analysiert Bemmann. Der Konflikt	ist programmiert.	Denn wenn der ICE nach Basel	2004	2005	programmiert
RHZ04	von Ministerpräsident Kurt Beck sei,	ist programmiert	- ob am 13. Juni um 18.05 Uhr	2004	2005	programmiert
NKU04	Konflikt beispielsweise auf der Müritz	ist vorprogrammiert",	so der Landrat auf	2004	2005	vorprogrammiert
NUN04	auf einen regelmäßigen Kick. Damit	ist vorprogrammiert,	dass er durchdrehen wird.	2004	2005	vorprogrammiert
RHZ04	zurückzuführen. "Eine Eskalation	ist programmiert",	so Wilhelm, die gleichzeitig	2004	2005	programmiert
NZZ04	wenig übrig bleiben. Streit und Streiks	sind programmiert.	Peter Hartmann	2004	2005	programmiert
T04	genau der Richtige. Absurde Erfahrungen	sind vorprogrammiert	und Begegnungen mit	2004	2005	vorprogrammiert
U04	der Rückfall in den alten Essenstrott	ist programmiert,	der neuerliche	2004	2005	programmiert
PRF04	werden soll. Harte Auseinandersetzungen	sind programmiert,	denn derzeit wird an einigen	2004	2005	programmiert
RHZ04	- Chaos und aberwitzige Situationen	sind programmiert.	Denn der schmierige,	2004	2005	programmiert
NEW04	Flüchtlingsbetreuer Alarm. Konflikte	sind programmiert.	Der Bürgermeister von	2004	2005	programmiert
NZZ04	schwer vorhersehbar, und Überraschungen	sind vorprogrammiert.	Niemand hätte Sonia	2004	2005	vorprogrammiert
T04	zu Missbrauch ein, Interessenkonflikten	sind vorprogrammiert.	Kellog, Brown & Root	2004	2005	vorprogrammiert
RHZ04	"Schäden	sind programmiert"	An einer Neuwieder Schule	2004	2005	programmiert
NKU04	schadet seinem Immunsystem: Krankheiten	sind vorprogrammiert.	Knapp jedem fünften	2004	2005	vorprogrammiert
NUZ04	Kind ja davon profitiert. Der Zwiespalt	ist programmiert:	Bevorzuge ich mein Kind? Die	2004	2005	programmiert
NUZ04	vom Fliegen verstehen. Zusammenstöße	sind programmiert.	Kenner der letzten Invasion	2004	2005	programmiert
P04	Der Protest der Länder und Gemeinden	ist programmiert.	In EU voll mitwirken	2004	2005	programmiert
Z04	Gegnern der Globalisierung. Der Streit	ist programmiert	Von Toralf Staud Wenn zwei	2004	2005	programmiert
U04	weiß, was das heißt. Der nächste Frust	ist programmiert.	"Es wird Tränen geben am	2004	2005	programmiert
NKU04	dies erfolgreicher sein? Der Misserfolg	ist programmiert",	meint er. Der	2004	2005	programmiert
NKU04	dies erfolgreicher sein? Der Misserfolg	ist programmiert",	meint er.  Für Rainer	2004	2005	programmiert
T04	Verhalten reflektiert. Die Enttäuschung	ist vorprogrammiert:	Selbst Menschen, die	2004	2005	vorprogrammiert
RHZ04	Wolfgang Fischer BERLIN. Der Sündenfall	ist programmiert:	Falls die CDU in Thüringen	2004	2005	programmiert
RHZ04	Die dritte Niederlage im dritten Spiel	ist programmiert,	dürfte die junge Truppe um	2004	2005	programmiert
RHZ04	Die dritte Niederlage	ist programmiert	Blau-Weiß-Tennisfrauen beim	2004	2005	programmiert
M04	haben es in sich, Thriller in Serie	sind programmiert,	es wird Tränen bei	2004	2005	programmiert
NEW04	zu übermitteln.  Ärger	ist programmiert:	Die RH-Erkenntnisse über	2004	2005	programmiert
T04	"Da wird Geld verschwendet, und der Stau	ist programmiert."	Frank Überall	2004	2005	programmiert
M04	Ein Wechsel	ist programmiert	In Ladenburg treten am Sonntag	2004	2005	programmiert
RHZ04	Ein Trio greift nach der Krone Spannung	ist vorprogrammiert	beim 5. Bad Emser	2004	2005	vorprogrammiert
U04	den künftigen Europakurs der Fraktion	ist programmiert.	Der erste große Test für die	2004	2005	programmiert
NUN04	Hoffnung: »Die nächsten Niederlagen	sind programmiert.«	Nur eines erfreut die	2004	2005	programmiert
RHZ04	einschätzen. Gefahrensituationen	sind vorprogrammiert.	Um diese möglichst gering	2004	2005	vorprogrammiert
PSH	die nächste Erhöhung nach Kas- senlage	ist vorprogrammiert.	Dass es auch anders geht,	2004	2005	vorprogrammiert
PBT	Berufsleben und sinkende Lebenserwartung	sind vorprogrammiert.	Hier müssen wir dringend	2004	2005	vorprogrammiert
T04	mit seinem "neuen Freund" Ruby. Das Chaos	ist vorprogrammiert.	Die Slapstick-Komödie kommt	2004	2005	vorprogrammiert
NKU04	Schwerin entscheidet: Heftige Kritik	ist vorprogrammiert.	Siegfried Denzel	2004	2005	vorprogrammiert
NKU04	Schwerin entscheidet: Heftige Kritik	ist vorprogrammiert.	Siegfried Denzel	2004	2005	vorprogrammiert
PNO	der Bus steht im Stau und Verspätungen	sind vorprogrammiert.	Auch die seit Jahren von	2004	2005	vorprogrammiert
M04	die "Bar Mizwa", feiern will. Der Disput	ist vorprogrammiert.	Köstlich in Szene gesetzt	2004	2005	vorprogrammiert
FOC04	zur Nebensache. Advocaats Abpfiff	ist programmiert.	Die Internet-Seite	2004	2005	programmiert
NKU04	beschnitten zu werden. Sozialer Abstieg	ist vorprogrammiert.	Mit Hartz IV werde der	2004	2005	vorprogrammiert
NKU04	beschnitten zu werden. Sozialer Abstieg	ist vorprogrammiert.	Mit Hartz IV werde der	2004	2005	vorprogrammiert
T04	Formulare auszufüllen, das Chaos	ist vorprogrammiert	Alle Langzeitarbeitslosen	2004	2005	vorprogrammiert
P04	Kfz-Hersteller: Produktionsboom	ist programmiert	Wien (maf). Die Autoproduktion	2004	2005	programmiert
M04	umsonst! Eine Austrittswelle beim TB Jahn	ist programmiert!	Das Ehrenamt wurde von	2004	2005	programmiert
NUZ04	überhaupt.« Spannende Rennen	sind programmiert,	auch bei den Frauen: Nicole	2004	2005	programmiert
RHZ04	der Inliner fänden keinen Halt, Stürze	sind programmiert.	Und genau die sollen ja	2004	2005	programmiert
RHZ04	nächste Hiobsbotschaft vom Arbeitmarkt	ist vorprogrammiert."	DGB-Landeschef Dietmar	2004	2005	vorprogrammiert
NEW04	Urlaubsunternehmens - Streit im Auto	ist vorprogrammiert."	Der Urlaub beginnt für	2004	2005	vorprogrammiert
NUN04	mit 19 Mitarbeitern. Doch das Wachstum	ist programmiert:	»Mittelfristig ist der Ausbau	2004	2005	programmiert
M04	Gemeinsamkeiten mehr. Stress und Streit	sind programmiert.	An wem bleibt es im Endeffekt	2004	2005	programmiert
U04	für Arme weiterentwickeln. Doch Streit	ist programmiert.	Das Geld für die	2004	2005	programmiert
NEW04	die Minister persönlich ein: Ein Krach	ist vorprogrammiert.	Ein ÖVP-Mann glaubt:	2004	2005	vorprogrammiert
NEW04	Unser Wachstumskurs	ist vorprogrammiert.	Heuer rechne ich mit fünf	2004	2005	vorprogrammiert
RHZ04	oft zu kurz und Auffahrunfälle	sind programmiert.	Unfallhäufungsstellen	2004	2005	programmiert
NKU04	Damentanzkapelle "DaKaPrie". Viel Gaudi	ist programmiert	beim Sumo-Ringen, auf der	2004	2005	programmiert
NUZ04	»Mischfläche« mitbenutzen - Konflikte	sind programmiert.	Immerhin haben die Planer am	2004	2005	programmiert
NKU04	liebt einen anderen. Verwicklungen	sind vorprogrammiert.	Weitere Aufführungen	2004	2005	vorprogrammiert
NZZ04	Auch externe Fachleute Eine Diskussion	ist programmiert:	Anders als in der Initiative	2004	2005	programmiert
RHZ04	massiv wie nie beschädigt. Altersarmut	ist programmiert.	Die Gesundheitsreform	2004	2005	programmiert
Z04	Außenhandels- und Zahlungsbilanzprobleme	sind vorprogrammiert.	Chiemgauer & Co taugen	2004	2005	vorprogrammiert
RHZ04	zu begrenzen. Interessenkonflikte	sind programmiert.	Wenn beispielsweise der	2004	2005	programmiert
RHZ04	eines Wohngebietes, die Lärmbelästigung	ist programmiert.	"Freitag und Samstag dürfen	2004	2005	programmiert
M04	Hüften, Lenden und im Schulterbereich	sind programmiert.	Ich kann ein Lied davon	2004	2005	programmiert
U04	Konflikte mit der klassischen Juristerei	sind programmiert.	Es wird wohl noch einige	2004	2005	programmiert
RHZ04	auch nicht. Erfolg in jedem Fall	ist programmiert	für die Teilnehmer eines ganz	2004	2005	programmiert
NUN04	(29. August, 19 Uhr). Kontroversen	sind programmiert	und wünschenswert, damit	2004	2005	programmiert
U04	abzuschaben. Unruhe im Auditorium	ist programmiert.	Es ist nur eine Kleinigkeit;	2004	2005	programmiert
NZZ04	in ihren Bann zu ziehen. Kontroversen	sind programmiert	- so auch an der gestrigen	2004	2005	programmiert
M04	70 Prozent zunehmen. Wachsende Spannungen	sind programmiert.	Die gestern von UNICEF und	2004	2005	programmiert
M04	eine enorme Belastung, Haltungsschäden	sind vorprogrammiert.	Gudrun Greiner,	2004	2005	vorprogrammiert
M04	eine enorme Belastung, Haltungsschäden	sind vorprogrammiert.	Gudrun Greiner,	2004	2005	vorprogrammiert
M04	eine enorme Belastung, Haltungsschäden	sind vorprogrammiert.	Gudrun Greiner,	2004	2005	vorprogrammiert
NUZ04	geknallt. Die Schäden an der Fassade	sind vorprogrammiert.	Das nächste Problem ist	2004	2005	vorprogrammiert
RHZ04	kommt Langeweile auf: Die Negativserie	ist programmiert.	Wechseln wird nur die Höhe der	2004	2005	programmiert
RHZ04	vorgesehen. Das Verkehrschaos	ist programmiert.	Bad Breisig wird bereits zu	2004	2005	programmiert
RHZ04	"Das Chaos	ist programmiert"	Pünktlich zum traditionellen	2004	2005	programmiert
RHZ04	Spannendes Duell	ist programmiert	Yasars Mannen wollen	2004	2005	programmiert
PHE	erklären Sie: Unterrichtsausfall	ist vorprogrammiert.	- Am 2. Mai 2001 - also	2004	2005	vorprogrammiert
RHZ04	"Unfälle	sind programmiert"	Nicht alle Eltern sind der	2004	2005	programmiert
RHZ04	Realschule und zum Gymnasium. Unfälle	sind programmiert.	Die Fahrer der Busse wechseln	2004	2005	programmiert
RHZ04	Ein- und auch zweideutige Verwicklungen	sind programmiert.	Hinzu kommt, dass sich der	2004	2005	programmiert
NKU04	Diskussionen und erregte Gemüter	sind vorprogrammiert,	wenn es um Hartz IV geht.	2004	2005	vorprogrammiert
NKU04	Diskussionen und erregte Gemüter	sind vorprogrammiert,	wenn es um Hartz IV geht.	2004	2005	vorprogrammiert
NKU04	nachgedacht werden. Doch Ärger	ist vorprogrammiert.	Die Röddeliner erhalten	2004	2005	vorprogrammiert
RHZ04	Staus und Parkplatzchaos	sind programmiert.	Foto: Herbert Scholz	2004	2005	programmiert
NKU04	bis zu 100 Leute zusammen. Abwechslung	ist vorprogrammiert.	So plaudert Sabine	2004	2005	vorprogrammiert
RHZ04	für Gastronomie und Verkehrsverein	sind programmiert",	ärgert sich Kunz. "Wir	2004	2005	programmiert
M04	immer ausgesorgt, der Weg zum Weltstar	ist programmiert.	Cruijff, van Basten, Rijkaard,	2004	2005	programmiert
NKU04	ändern Berlin (ddp). Der Ärger	ist programmiert.	Laut Mietvertrag haben die	2004	2005	programmiert
T04	Kinder oder Arbeit. Der Karriereknick	ist programmiert:	Nach drei Jahren Abstinenz	2004	2005	programmiert
RHZ04	zu Minirenten - Weibliche Altersarmut	ist programmiert."	(msn)	2004	2005	programmiert
RHZ04	- gute Stimmung und Lacher	sind programmiert.		2004	2005	programmiert
U04	der Erfolg eines solchen Unternehmers	ist programmiert.	Hier lässt man anscheinend	2004	2005	programmiert
M04	Von Ruth Weinkopf Schema F	ist programmiert:	Merken Geldgeber und Manager	2004	2005	programmiert
U04	- Ärger mit Ärzten und Pharmaindustrie	ist programmiert	Von Heidrun Graupner Die	2004	2005	programmiert
RHZ04	Mutter an. Neue amüsante Verwicklungen	sind vorprogrammiert.	Chic und adrett hält Bruno	2004	2005	vorprogrammiert
NKU04	bezahlen können - die Schuldenfalle	ist vorprogrammiert",	so Heitmann. "Es ist	2004	2005	vorprogrammiert
NKU04	ist vorprogrammiert" "Die Schuldenfalle	ist vorprogrammiert"	Immer mehr Jugendliche	2004	2005	vorprogrammiert
NKU04	"Die Schuldenfalle	ist vorprogrammiert"	"Die Schuldenfalle ist	2004	2005	vorprogrammiert
T04	wenig soziale Kontakte. Enttäuschungen	sind vorprogrammiert.	Die konkrete Hilfestellung	2004	2005	vorprogrammiert
NKU04	eine Entscheidung bringen, Spannung	ist programmiert.	Den meisten Startern geht es	2004	2005	programmiert
RHZ04	überschreiten droht. Heftige Reaktionen	sind programmiert	- ändern aber nichts an der	2004	2005	programmiert
U04	das Reich in zwei Hälften. Der Konflikt	ist vorprogrammiert	und kulminiert 312 nach	2004	2005	vorprogrammiert
RHZ04	Kommentar Durcheinander	ist programmiert	Jochen Tarrach zu Hartz IV	2004	2005	programmiert
RHZ04	Antrag zuständig. Das Durcheinander	ist programmiert.	Weder der Kreistag noch die	2004	2005	programmiert
M04	oder Hartz IV: lange Debatten	sind vorprogrammiert.	Zoff geben dürfte es	2004	2005	vorprogrammiert
NZZ04	erfüllen kann? Der nächste Schritt	ist vorprogrammiert,	und auf ihn werden, will	2004	2005	vorprogrammiert
P04	es laut Gary Smith nur besser werden: "Es	ist programmiert,	dass die Beziehungen gut	2004	2005	programmiert
M04	ein Sieg Pflicht. Entsprechende Spannung	ist programmiert.	Abzuwarten bleibt, wie weit es	2004	2005	programmiert
NKU04	Stellen informiert - behördliche Gänge	sind programmiert."	Zum Beispiel das alte	2004	2005	programmiert
M04	Isabelle von Neumann-Cosel Der Erfolg	ist vorprogrammiert:	"Das Parfum", der Roman,	2004	2005	vorprogrammiert
NZZ04	für Letztere. Der Kollaps	ist programmiert.	Das muss uns alle alarmieren,	2004	2005	programmiert
T04	und die Physik: Fehler bei Wahlmaschinen	sind vorprogrammiert	Noch ehe alle Stimmen bei	2004	2005	vorprogrammiert
NKU04	Ein langer Kampf gegen den Abstieg	ist vorprogrammiert.	Auch das Spiel des	2004	2005	vorprogrammiert
NUN04	ein, sondern »mit Absicht«. Probleme	sind programmiert.	Und die lassen sich nach	2004	2005	programmiert
RHZ04	gedeutet. Gegenseitiges Missverstehen	ist vorprogrammiert,	noch bevor die	2004	2005	vorprogrammiert
RHZ04	genervt nach Hause. Der Konflikt	ist vorprogrammiert:	Sie möchte mit dem Partner	2004	2005	vorprogrammiert
RHZ04	will - in das Haus nebenan. Das Chaos	ist vorprogrammiert,	und es kommt zu einer	2004	2005	vorprogrammiert
RHZ04	drastischen Bild: "Ihre Festplatte	ist programmiert	auf Krieg." Als ärztlicher	2004	2005	programmiert
NKU04	bewege dich. Der Mangel an Talenten	ist programmiert,	vor allem in dieser Region.	2004	2005	programmiert
NKU04	bewege dich. Der Mangel an Talenten	ist programmiert,	vor allem in dieser Region.	2004	2005	programmiert
NZS04	kümmern. Zusätzliche Kompetenzkonflikte	sind vorprogrammiert."	Für Oberholzer zeigt der	2004	2005	vorprogrammiert
NEW04	zwischen neuem und altem Oberhirten	sind programmiert.	Nun bringt Krenn erstmals	2004	2005	programmiert
T04	vor Publikum singen will. Der Eklat	ist vorprogrammiert.	Die französische	2004	2005	vorprogrammiert
NKU04	richtig zur Sache - Überraschungen	sind programmiert.	Auf Landesebene spielen in	2004	2005	programmiert
U04	im Keim erstickt, und eine Eskalation	ist programmiert.	Es ist allerdings nicht zu	2004	2005	programmiert
P04	Wiesing abhalten. Kilometerlange Staus	sind vorprogrammiert.	Bisher waren solche	2004	2005	vorprogrammiert
M04	Fertigkeiten wie Kochen oder Bügeln	sind programmiert.	"Zwei Generationen können	2004	2005	programmiert
PRF04	den Staat." Neue Verteilungskämpfe	sind vorprogrammiert.	Hintergrund Die	2004	2005	vorprogrammiert
NUZ04	- Der Stress beim Weihnachtseinkauf	ist programmiert.	Ein Mathematiker hat	2004	2005	programmiert
U04	20 Tage... Stress beim Weihnachtseinkauf	ist programmiert.	Tony Mann von der Greenwich	2004	2005	programmiert
NZZ04	angestrebt.  Kapitalerhöhungen	sind vorprogrammiert	Die neue Gruppe hätte eine	2004	2005	vorprogrammiert
RHZ04	beginnt in Buenos Aires - Streit	ist programmiert	BUENOS AIRES. Hitzige Debatten	2004	2005	programmiert
RHZ04	BUENOS AIRES. Hitzige Debatten	sind programmiert,	wenn heute die zehnte	2004	2005	programmiert
PNW	in der Praxis nicht durchsetzen. Klagen	sind vorprogrammiert,	und wir müssen höllisch	2004	2005	vorprogrammiert
NKU04	einheitliches Urteil geben, Widerspruch	ist programmiert.	So jedenfalls schätzte es	2004	2005	programmiert
NKU04	einheitliches Urteil geben, Widerspruch	ist vorprogrammiert.	So jedenfalls schätzte es	2004	2005	vorprogrammiert
NEW04	ist einzigartig, Zuschauermassen	sind vorprogrammiert.	Vielleicht können die	2004	2005	vorprogrammiert
NUN04	Autobahnen nicht klappen. »Staus	sind programmiert«	Statt der ursprünglich	2004	2005	programmiert
NUN04	stehen. »Die Staus zum Jahresanfang	sind programmiert«,	so ein ADAC-Sprecher. Und	2004	2005	programmiert
U04	sogar an. Der Kater am nächsten Morgen	ist vorprogrammiert.	Foto: dpa	2004	2005	vorprogrammiert
RHZ04	der Besuch auf dem Polizeirevier	ist vorprogrammiert.	Zu Beginn des zweiten	2004	2005	vorprogrammiert
NUZ04	zu anstrengend sei. »Die Misserfolge	sind programmiert.	Am Ende müssen sich Eltern	2004	2005	programmiert
NZZ04	sein, und Rückschläge und Frustrationen	sind programmiert.	Doch auf einen vagen	2004	2005	programmiert
U04	Autoverkehr und langsamen Kleinstautos	sind programmiert.	Zudem gelten Quads und Trikes	2004	2005	programmiert
U05	so viel wie erwartet. Verteilungsstreit	ist programmiert.	Viele Juristen sind deshalb	2005	2005	programmiert
NKU05	"Die Beleuchtung auf unserem Platz	ist programmiert.	Sind Veranstaltungen im	2005	2005	programmiert
RHZ05	den Hamburger Elbtunnel ein. Das Chaos	ist programmiert	und hat einen Namen:	2005	2005	programmiert
U05	als Wurzel allen Übels. Neuer Hader	ist programmiert.	Nun ist es aber so, dass man	2005	2005	programmiert
M05	die Stimmung anheizen. Gute Laune	ist programmiert,	wenn alle Gäste in närrischem	2005	2005	programmiert
FLT05	auf den Staatsapparat. Missverständisse	sind vorprogrammiert.	Ruhe, gute Nerven,	2005	2005	vorprogrammiert
SBL05	die Lohneinbussen nicht - Konflikte	sind programmiert.	Der Mythos Dortmund droht	2005	2005	programmiert
U05	zugunsten der Empfänger-Staaten	ist vorprogrammiert.	Die 15 alten EU-Staaten,	2005	2005	vorprogrammiert
T05	die Tochter von Krebs. Eine Katastrophe	ist vorprogrammiert.	Der junge österreichische	2005	2005	vorprogrammiert
RHZ05	zu teuer. Verluste und Verteuerungen	sind vorprogrammiert.	Keine Stadt konnte bislang	2005	2005	vorprogrammiert
M05	der WM eher leiden." Weitere Konflikte	sind programmiert.	Im WM-Jahr will Klinsmann	2005	2005	programmiert
T05	Bevölkerung gar nicht erfüllen. Frust	ist vorprogrammiert.	Was danach kommen könnte,	2005	2005	vorprogrammiert
U05	geöffnet. Eine weitere Panne	ist vorprogrammiert,	wenn der Leser bei der	2005	2005	vorprogrammiert
FOC05	Probleme wie schief ziehendeBremsen	sind programmiert.	FOCUS: Sind die	2005	2005	programmiert
T05	Schulterklopfen der Boulevardpresse	sind vorprogrammiert.	Deshalb greifen Politiker,	2005	2005	vorprogrammiert
FLT05	hautnah mit.  Begeisterungsstürme	sind vorprogrammiert,	wenn die beiden ihr	2005	2005	vorprogrammiert
U05	des Sozialstaates zerfallen, Altersarmut	ist programmiert.	Dieser Übergang von einer	2005	2005	programmiert
T05	Freund Miles eine Reise. Konflikte	sind vorprogrammiert	- dennoch bringt die Reise	2005	2005	vorprogrammiert
RHZ05	05 ist - Zoff zwischen den Konkurrenten	ist programmiert,	doch aus ihrer gemeinsamen	2005	2005	programmiert
SBL05	25 000 Menschen ums Leben.Der Skandal	ist vorprogrammiert.Denn	der NPD-Fraktionschef	2005	2005	vorprogrammiert
WWO05	in der Regel nichts. Scheitern	ist vorprogrammiert,	und Problemfälle wandern	2005	2005	vorprogrammiert
NZZ05	weiss er ganz genau: Widerstand	ist programmiert.	"Die seriösen Klubs wollen	2005	2005	programmiert
RHZ05	hier nicht Platz zu nehmen. Der Qualm	ist vorprogrammiert.	Viele Betroffene gehen	2005	2005	vorprogrammiert
M05	und ein unglücklich verliebter Offizier -	sind programmiert,	was tödliche Folgen hat.	2005	2005	programmiert
NEW05	ein Freudenspiel der Geschmacksnerven	ist vorprogrammiert.	Als passendes	2005	2005	vorprogrammiert
P05	zu tragen hat.  Der Widerstand	ist programmiert:	Österreichs Finanzminister	2005	2005	programmiert
Z05	DDR. Das Dienst habende Organ	ist programmiert	auf langhaarige Elemente:	2005	2005	programmiert
RHZ05	Absturz der Flughunde am Saisonende	ist programmiert	Der Klub aus der Hauptstadt	2005	2005	programmiert
Z05	weggebucht, und die Medienmaschine	ist programmiert:	Den ganzen Mai über, in	2005	2005	programmiert
NEW05	im heimischen Strompreis-krieg	ist vorprogrammiert.	"Zu hohe Gewinne". "Die	2005	2005	vorprogrammiert
T05	Boden und Wände vibrieren. Der Tinitus	ist vorprogrammiert.	Gnadenlose Metal-Riffs	2005	2005	vorprogrammiert
T05	gezeigt. Auseinandersetzungen	sind vorprogrammiert	- weitermachen wie bisher	2005	2005	vorprogrammiert
RHZ05	Veränderungen im Naturhaushalt	sind programmiert.	Die Auswirkungen des	2005	2005	programmiert
Z05	geprägt wird. Weitere Systemkonflikte	sind programmiert.	Scheitert der Einzelhändler	2005	2005	programmiert
NUN05	zu wagen. Doch die Katastrophe	ist programmiert...	Ein drastisches,	2005	2005	programmiert
P05	auf Widerspruch stoßen wird,	ist programmiert.	Denn schon seine Nominierung	2005	2005	programmiert
RHZ05	Argenthaler Kader - personelle Engpässe	sind programmiert.	Insofern kann man als TuS-Fan	2005	2005	programmiert
U05	die Big Points zu machen. Sein Spiel	ist programmiert	wie ein Autopilot", sagte	2005	2005	programmiert
RHZ05	umkrempeln dürfte. Heftige Kontroversen	sind vorprogrammiert.	Grundsätzlich wollen die	2005	2005	vorprogrammiert
PRF05	ihre Gagen zu veröffentlichen. Zoff	ist programmiert.	Auch in Österreich. Auf die	2005	2005	programmiert
P05	den Film am heutigen Karfreitag, Proteste	sind vorprogrammiert.	Doch auch das Buch des	2005	2005	vorprogrammiert
